,images,target
570,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-496.png,ViralPneumonia
571,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1016.png,ViralPneumonia
572,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-908.png,ViralPneumonia
573,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-559.png,ViralPneumonia
574,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1008.png,ViralPneumonia
575,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-594.png,ViralPneumonia
576,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1328.png,ViralPneumonia
577,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-26.png,ViralPneumonia
578,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1221.png,ViralPneumonia
579,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-687.png,ViralPneumonia
580,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-513.png,ViralPneumonia
581,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-203.png,ViralPneumonia
582,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-187.png,ViralPneumonia
583,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-151.png,ViralPneumonia
584,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1206.png,ViralPneumonia
585,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-345.png,ViralPneumonia
586,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1237.png,ViralPneumonia
587,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-467.png,ViralPneumonia
588,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1309.png,ViralPneumonia
589,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-330.png,ViralPneumonia
590,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-148.png,ViralPneumonia
591,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-506.png,ViralPneumonia
592,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1268.png,ViralPneumonia
593,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-293.png,ViralPneumonia
594,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-529.png,ViralPneumonia
595,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1292.png,ViralPneumonia
596,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-521.png,ViralPneumonia
597,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-544.png,ViralPneumonia
598,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-384.png,ViralPneumonia
599,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-438.png,ViralPneumonia
600,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1272.png,ViralPneumonia
601,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-225.png,ViralPneumonia
602,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1177.png,ViralPneumonia
603,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-297.png,ViralPneumonia
604,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-491.png,ViralPneumonia
605,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-53.png,ViralPneumonia
606,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-379.png,ViralPneumonia
607,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1211.png,ViralPneumonia
608,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-368.png,ViralPneumonia
609,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-440.png,ViralPneumonia
610,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-505.png,ViralPneumonia
611,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1280.png,ViralPneumonia
612,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-469.png,ViralPneumonia
613,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1254.png,ViralPneumonia
614,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-146.png,ViralPneumonia
615,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-242.png,ViralPneumonia
616,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-244.png,ViralPneumonia
617,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-500.png,ViralPneumonia
618,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-13.png,ViralPneumonia
619,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-5.png,ViralPneumonia
620,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1176.png,ViralPneumonia
621,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-452.png,ViralPneumonia
622,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1148.png,ViralPneumonia
623,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1308.png,ViralPneumonia
624,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-323.png,ViralPneumonia
625,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1265.png,ViralPneumonia
626,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-540.png,ViralPneumonia
627,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-266.png,ViralPneumonia
628,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-376.png,ViralPneumonia
629,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-405.png,ViralPneumonia
630,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1248.png,ViralPneumonia
631,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1175.png,ViralPneumonia
632,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-398.png,ViralPneumonia
633,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-383.png,ViralPneumonia
634,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-233.png,ViralPneumonia
635,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-115.png,ViralPneumonia
636,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-556.png,ViralPneumonia
637,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-247.png,ViralPneumonia
638,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-3.png,ViralPneumonia
639,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-458.png,ViralPneumonia
640,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-245.png,ViralPneumonia
641,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-182.png,ViralPneumonia
642,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-240.png,ViralPneumonia
643,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-512.png,ViralPneumonia
644,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-166.png,ViralPneumonia
645,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-123.png,ViralPneumonia
646,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-167.png,ViralPneumonia
647,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-313.png,ViralPneumonia
648,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-252.png,ViralPneumonia
649,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1212.png,ViralPneumonia
650,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1156.png,ViralPneumonia
651,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-568.png,ViralPneumonia
652,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-270.png,ViralPneumonia
653,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-230.png,ViralPneumonia
654,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-263.png,ViralPneumonia
655,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-351.png,ViralPneumonia
656,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1314.png,ViralPneumonia
657,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1193.png,ViralPneumonia
658,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-175.png,ViralPneumonia
659,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1189.png,ViralPneumonia
660,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1231.png,ViralPneumonia
661,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-414.png,ViralPneumonia
662,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-516.png,ViralPneumonia
663,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1253.png,ViralPneumonia
664,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-241.png,ViralPneumonia
665,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-52.png,ViralPneumonia
666,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-227.png,ViralPneumonia
667,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1340.png,ViralPneumonia
668,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-30.png,ViralPneumonia
669,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1184.png,ViralPneumonia
670,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-127.png,ViralPneumonia
671,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-338.png,ViralPneumonia
672,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-407.png,ViralPneumonia
673,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-49.png,ViralPneumonia
674,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-201.png,ViralPneumonia
675,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1326.png,ViralPneumonia
676,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-396.png,ViralPneumonia
677,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1284.png,ViralPneumonia
678,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-43.png,ViralPneumonia
679,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-555.png,ViralPneumonia
680,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-514.png,ViralPneumonia
681,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-14.png,ViralPneumonia
682,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-372.png,ViralPneumonia
683,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1228.png,ViralPneumonia
684,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1264.png,ViralPneumonia
685,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1236.png,ViralPneumonia
686,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-454.png,ViralPneumonia
687,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1209.png,ViralPneumonia
688,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1149.png,ViralPneumonia
689,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-177.png,ViralPneumonia
690,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1144.png,ViralPneumonia
691,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-476.png,ViralPneumonia
692,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-124.png,ViralPneumonia
693,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1166.png,ViralPneumonia
694,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-450.png,ViralPneumonia
695,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-315.png,ViralPneumonia
696,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-31.png,ViralPneumonia
697,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1285.png,ViralPneumonia
698,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-477.png,ViralPneumonia
699,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-478.png,ViralPneumonia
700,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-455.png,ViralPneumonia
701,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-441.png,ViralPneumonia
702,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-196.png,ViralPneumonia
703,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-50.png,ViralPneumonia
704,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-369.png,ViralPneumonia
705,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-541.png,ViralPneumonia
706,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-118.png,ViralPneumonia
707,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1224.png,ViralPneumonia
708,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-356.png,ViralPneumonia
709,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-34.png,ViralPneumonia
710,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-328.png,ViralPneumonia
711,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-121.png,ViralPneumonia
712,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-150.png,ViralPneumonia
713,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1269.png,ViralPneumonia
714,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-40.png,ViralPneumonia
715,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1220.png,ViralPneumonia
716,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-424.png,ViralPneumonia
717,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-366.png,ViralPneumonia
718,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-560.png,ViralPneumonia
719,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-171.png,ViralPneumonia
720,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1247.png,ViralPneumonia
721,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-35.png,ViralPneumonia
722,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1318.png,ViralPneumonia
723,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-303.png,ViralPneumonia
724,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-188.png,ViralPneumonia
725,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-27.png,ViralPneumonia
726,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-463.png,ViralPneumonia
727,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-406.png,ViralPneumonia
728,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-564.png,ViralPneumonia
729,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1312.png,ViralPneumonia
730,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-129.png,ViralPneumonia
731,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-23.png,ViralPneumonia
732,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-41.png,ViralPneumonia
733,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1191.png,ViralPneumonia
734,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-401.png,ViralPneumonia
735,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-243.png,ViralPneumonia
736,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-145.png,ViralPneumonia
737,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-537.png,ViralPneumonia
738,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-484.png,ViralPneumonia
739,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-209.png,ViralPneumonia
740,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1323.png,ViralPneumonia
741,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1234.png,ViralPneumonia
742,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1286.png,ViralPneumonia
743,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-453.png,ViralPneumonia
744,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1263.png,ViralPneumonia
745,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-485.png,ViralPneumonia
746,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-492.png,ViralPneumonia
747,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-180.png,ViralPneumonia
748,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-262.png,ViralPneumonia
749,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1341.png,ViralPneumonia
750,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-219.png,ViralPneumonia
751,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-141.png,ViralPneumonia
752,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1165.png,ViralPneumonia
753,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-206.png,ViralPneumonia
754,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1170.png,ViralPneumonia
755,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1155.png,ViralPneumonia
756,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-184.png,ViralPneumonia
757,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1139.png,ViralPneumonia
758,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-249.png,ViralPneumonia
759,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1299.png,ViralPneumonia
760,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-176.png,ViralPneumonia
761,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-287.png,ViralPneumonia
762,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-445.png,ViralPneumonia
763,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1216.png,ViralPneumonia
764,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1143.png,ViralPneumonia
765,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-348.png,ViralPneumonia
766,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-473.png,ViralPneumonia
767,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-429.png,ViralPneumonia
768,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1305.png,ViralPneumonia
769,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1154.png,ViralPneumonia
770,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1245.png,ViralPneumonia
771,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-403.png,ViralPneumonia
772,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-534.png,ViralPneumonia
773,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1226.png,ViralPneumonia
774,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-228.png,ViralPneumonia
775,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-377.png,ViralPneumonia
776,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1281.png,ViralPneumonia
777,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-19.png,ViralPneumonia
778,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-434.png,ViralPneumonia
779,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-278.png,ViralPneumonia
780,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-135.png,ViralPneumonia
781,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-267.png,ViralPneumonia
782,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-152.png,ViralPneumonia
783,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1270.png,ViralPneumonia
784,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1205.png,ViralPneumonia
785,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-413.png,ViralPneumonia
786,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-509.png,ViralPneumonia
787,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-551.png,ViralPneumonia
788,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-294.png,ViralPneumonia
789,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-360.png,ViralPneumonia
790,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1174.png,ViralPneumonia
791,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1167.png,ViralPneumonia
792,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-277.png,ViralPneumonia
793,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-381.png,ViralPneumonia
794,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-385.png,ViralPneumonia
795,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1185.png,ViralPneumonia
796,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-45.png,ViralPneumonia
797,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1186.png,ViralPneumonia
798,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-200.png,ViralPneumonia
799,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1252.png,ViralPneumonia
800,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-475.png,ViralPneumonia
801,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-515.png,ViralPneumonia
802,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1243.png,ViralPneumonia
803,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1311.png,ViralPneumonia
804,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1132.png,ViralPneumonia
805,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-309.png,ViralPneumonia
806,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-120.png,ViralPneumonia
807,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-444.png,ViralPneumonia
808,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1313.png,ViralPneumonia
809,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1288.png,ViralPneumonia
810,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-186.png,ViralPneumonia
811,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1344.png,ViralPneumonia
812,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-181.png,ViralPneumonia
813,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-179.png,ViralPneumonia
814,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1195.png,ViralPneumonia
815,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-340.png,ViralPneumonia
816,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1151.png,ViralPneumonia
817,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-195.png,ViralPneumonia
818,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-527.png,ViralPneumonia
819,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-448.png,ViralPneumonia
820,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-172.png,ViralPneumonia
821,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-442.png,ViralPneumonia
822,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1329.png,ViralPneumonia
823,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-487.png,ViralPneumonia
824,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-134.png,ViralPneumonia
825,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-231.png,ViralPneumonia
826,./COVID-19_Radiography_Dataset/Viral Pneumonia/images/Viral Pneumonia-1142.png,ViralPneumonia
